max_depth,criterian,splitter,max_features,class_weight_o,class_weight_1,ccp_alpha,accuracy,precision,recall,f1_score,roc_auc
3,entropy,random,,2,4,0.0,0.83,0.794,0.836,0.815,0.905
3,entropy,random,,2,4,0.001,0.831,0.8,0.831,0.815,0.902
3,entropy,random,,2,4,0.01,0.828,0.801,0.821,0.811,0.897
3,entropy,random,,3,6,0.0,0.828,0.801,0.821,0.811,0.898
3,entropy,random,,3,6,0.001,0.77,0.675,0.939,0.785,0.901
3,entropy,random,,3,6,0.01,0.809,0.761,0.837,0.797,0.881
3,entropy,random,,4,8,0.0,0.77,0.675,0.939,0.785,0.902
3,entropy,random,,4,8,0.001,0.824,0.802,0.806,0.804,0.898
3,entropy,random,,4,8,0.01,0.81,0.764,0.832,0.797,0.884
3,entropy,random,,5,10,0.0,0.829,0.776,0.869,0.82,0.906
3,entropy,random,,5,10,0.001,0.809,0.761,0.837,0.797,0.888
3,entropy,random,,5,10,0.01,0.811,0.76,0.845,0.8,0.883
3,entropy,random,0.8,1,2,0.0,0.828,0.801,0.821,0.811,0.9
3,entropy,random,0.8,1,2,0.001,0.806,0.758,0.833,0.794,0.884
3,entropy,random,0.8,1,2,0.01,0.828,0.801,0.821,0.811,0.898
3,entropy,random,0.8,2,4,0.0,0.808,0.765,0.823,0.793,0.884
3,entropy,random,0.8,2,4,0.001,0.819,0.76,0.873,0.812,0.887
3,entropy,random,0.8,2,4,0.01,0.809,0.761,0.837,0.797,0.883
3,entropy,random,0.8,3,6,0.0,0.804,0.736,0.877,0.8,0.885
3,entropy,random,0.8,3,6,0.001,0.831,0.8,0.831,0.815,0.906
3,entropy,random,0.8,3,6,0.01,0.809,0.761,0.837,0.797,0.881
3,entropy,random,0.8,4,8,0.0,0.796,0.717,0.9,0.798,0.884
3,entropy,random,0.8,4,8,0.001,0.826,0.8,0.814,0.807,0.883
3,entropy,random,0.8,4,8,0.01,0.796,0.717,0.9,0.798,0.867
3,entropy,random,0.8,5,10,0.0,0.797,0.721,0.892,0.798,0.879
3,entropy,random,0.8,5,10,0.001,0.769,0.672,0.945,0.785,0.898
3,entropy,random,0.8,5,10,0.01,0.769,0.672,0.945,0.785,0.9
3,entropy,random,0.7,1,2,0.0,0.809,0.761,0.837,0.797,0.886
3,entropy,random,0.7,1,2,0.001,0.832,0.805,0.825,0.815,0.904
3,entropy,random,0.7,1,2,0.01,0.813,0.74,0.898,0.811,0.886
3,entropy,random,0.7,2,4,0.0,0.821,0.808,0.789,0.798,0.892
3,entropy,random,0.7,2,4,0.001,0.826,0.8,0.814,0.807,0.889
3,entropy,random,0.7,2,4,0.01,0.814,0.741,0.901,0.813,0.885
3,entropy,random,0.7,3,6,0.0,0.829,0.769,0.884,0.822,0.882
3,entropy,random,0.7,3,6,0.001,0.809,0.761,0.837,0.797,0.883
3,entropy,random,0.7,3,6,0.01,0.808,0.758,0.838,0.796,0.884
3,entropy,random,0.7,4,8,0.0,0.811,0.76,0.844,0.8,0.888
3,entropy,random,0.7,4,8,0.001,0.816,0.787,0.809,0.798,0.881
3,entropy,random,0.7,4,8,0.01,0.809,0.761,0.837,0.797,0.867
3,entropy,random,0.7,5,10,0.0,0.83,0.806,0.816,0.811,0.882
3,entropy,random,0.7,5,10,0.001,0.813,0.755,0.863,0.805,0.883
3,entropy,random,0.7,5,10,0.01,0.809,0.754,0.85,0.799,0.884
3,entropy,random,0.6,1,2,0.0,0.758,0.674,0.888,0.767,0.876
3,entropy,random,0.6,1,2,0.001,0.826,0.768,0.877,0.819,0.904
3,entropy,random,0.6,1,2,0.01,0.824,0.802,0.806,0.804,0.891
3,entropy,random,0.6,2,4,0.0,0.799,0.75,0.827,0.786,0.849
3,entropy,random,0.6,2,4,0.001,0.824,0.802,0.806,0.804,0.889
3,entropy,random,0.6,2,4,0.01,0.809,0.761,0.837,0.797,0.861
3,entropy,random,0.6,3,6,0.0,0.84,0.834,0.802,0.818,0.892
3,entropy,random,0.6,3,6,0.001,0.809,0.754,0.85,0.799,0.875
3,entropy,random,0.6,3,6,0.01,0.829,0.776,0.869,0.82,0.878
3,entropy,random,0.6,4,8,0.0,0.807,0.726,0.915,0.81,0.897
3,entropy,random,0.6,4,8,0.001,0.809,0.754,0.85,0.799,0.865
3,entropy,random,0.6,4,8,0.01,0.808,0.765,0.823,0.793,0.879
3,entropy,random,0.6,5,10,0.0,0.808,0.765,0.823,0.793,0.885
3,entropy,random,0.6,5,10,0.001,0.818,0.782,0.824,0.803,0.878
3,entropy,random,0.6,5,10,0.01,0.818,0.782,0.824,0.803,0.869
3,entropy,random,0.5,1,2,0.0,0.808,0.765,0.823,0.793,0.881
3,entropy,random,0.5,1,2,0.001,0.837,0.805,0.839,0.821,0.895
3,entropy,random,0.5,1,2,0.01,0.797,0.792,0.741,0.766,0.821
3,entropy,random,0.5,2,4,0.0,0.804,0.739,0.867,0.798,0.881
3,entropy,random,0.5,2,4,0.001,0.827,0.776,0.863,0.817,0.907
3,entropy,random,0.5,2,4,0.01,0.77,0.675,0.939,0.785,0.888
3,entropy,random,0.5,3,6,0.0,0.679,0.598,0.868,0.708,0.812
3,entropy,random,0.5,3,6,0.001,0.811,0.758,0.852,0.802,0.857
3,entropy,random,0.5,3,6,0.01,0.77,0.675,0.939,0.785,0.898
3,entropy,random,0.5,4,8,0.0,0.762,0.685,0.867,0.766,0.854
3,entropy,random,0.5,4,8,0.001,0.8,0.815,0.716,0.762,0.849
3,entropy,random,0.5,4,8,0.01,0.809,0.754,0.85,0.799,0.872
3,entropy,random,0.5,5,10,0.0,0.809,0.754,0.85,0.799,0.891
3,entropy,random,0.5,5,10,0.001,0.803,0.728,0.895,0.803,0.885
3,entropy,random,0.5,5,10,0.01,0.828,0.801,0.821,0.811,0.855
3,log_loss,best,sqrt,1,2,0.0,0.808,0.742,0.877,0.804,0.889
3,log_loss,best,sqrt,1,2,0.001,0.744,0.649,0.932,0.765,0.863
3,log_loss,best,sqrt,1,2,0.01,0.755,0.71,0.766,0.737,0.836
3,log_loss,best,sqrt,2,4,0.0,0.82,0.809,0.783,0.795,0.885
3,log_loss,best,sqrt,2,4,0.001,0.812,0.757,0.854,0.802,0.881
3,log_loss,best,sqrt,2,4,0.01,0.796,0.717,0.9,0.798,0.867
3,log_loss,best,sqrt,3,6,0.0,0.788,0.717,0.872,0.787,0.886
3,log_loss,best,sqrt,3,6,0.001,0.787,0.726,0.844,0.781,0.844
3,log_loss,best,sqrt,3,6,0.01,0.774,0.758,0.728,0.743,0.838
3,log_loss,best,sqrt,4,8,0.0,0.82,0.785,0.825,0.805,0.855
3,log_loss,best,sqrt,4,8,0.001,0.817,0.798,0.792,0.795,0.863
3,log_loss,best,sqrt,4,8,0.01,0.754,0.683,0.841,0.754,0.835
3,log_loss,best,sqrt,5,10,0.0,0.753,0.665,0.905,0.767,0.837
3,log_loss,best,sqrt,5,10,0.001,0.835,0.86,0.755,0.804,0.886
3,log_loss,best,sqrt,5,10,0.01,0.751,0.661,0.912,0.767,0.851
3,log_loss,best,log2,1,2,0.0,0.755,0.666,0.91,0.769,0.872
3,log_loss,best,log2,1,2,0.001,0.826,0.8,0.814,0.807,0.887
3,log_loss,best,log2,1,2,0.01,0.789,0.726,0.851,0.784,0.848
3,log_loss,best,log2,2,4,0.0,0.828,0.801,0.821,0.811,0.9
3,log_loss,best,log2,2,4,0.001,0.831,0.8,0.831,0.815,0.897
3,log_loss,best,log2,2,4,0.01,0.722,0.629,0.926,0.749,0.845
3,log_loss,best,log2,3,6,0.0,0.804,0.736,0.877,0.8,0.873
3,log_loss,best,log2,3,6,0.001,0.818,0.772,0.844,0.806,0.878
3,log_loss,best,log2,3,6,0.01,0.822,0.801,0.803,0.802,0.891
3,log_loss,best,log2,4,8,0.0,0.826,0.804,0.809,0.806,0.883
3,log_loss,best,log2,4,8,0.001,0.831,0.8,0.831,0.815,0.903
3,log_loss,best,log2,4,8,0.01,0.79,0.716,0.881,0.79,0.862
3,log_loss,best,log2,5,10,0.0,0.81,0.78,0.802,0.791,0.863
3,log_loss,best,log2,5,10,0.001,0.824,0.802,0.806,0.804,0.887
3,log_loss,best,log2,5,10,0.01,0.66,0.59,0.789,0.675,0.758
3,log_loss,best,,1,2,0.0,0.831,0.8,0.831,0.815,0.906
3,log_loss,best,,1,2,0.001,0.831,0.8,0.831,0.815,0.906
3,log_loss,best,,1,2,0.01,0.831,0.8,0.831,0.815,0.898
3,log_loss,best,,2,4,0.0,0.831,0.8,0.831,0.815,0.906
3,log_loss,best,,2,4,0.001,0.831,0.8,0.831,0.815,0.906
3,log_loss,best,,2,4,0.01,0.831,0.8,0.831,0.815,0.898
3,log_loss,best,,3,6,0.0,0.831,0.8,0.831,0.815,0.906
3,log_loss,best,,3,6,0.001,0.831,0.8,0.831,0.815,0.906
3,log_loss,best,,3,6,0.01,0.831,0.8,0.831,0.815,0.898
3,log_loss,best,,4,8,0.0,0.831,0.8,0.831,0.815,0.906
3,log_loss,best,,4,8,0.001,0.831,0.8,0.831,0.815,0.906
3,log_loss,best,,4,8,0.01,0.831,0.8,0.831,0.815,0.898
3,log_loss,best,,5,10,0.0,0.831,0.8,0.831,0.815,0.906
3,log_loss,best,,5,10,0.001,0.831,0.8,0.831,0.815,0.906
3,log_loss,best,,5,10,0.01,0.831,0.8,0.831,0.815,0.898
3,log_loss,best,0.8,1,2,0.0,0.831,0.8,0.831,0.815,0.906
3,log_loss,best,0.8,1,2,0.001,0.831,0.791,0.846,0.817,0.907
3,log_loss,best,0.8,1,2,0.01,0.831,0.8,0.831,0.815,0.898
3,log_loss,best,0.8,2,4,0.0,0.829,0.776,0.869,0.82,0.907
3,log_loss,best,0.8,2,4,0.001,0.829,0.776,0.869,0.82,0.907
3,log_loss,best,0.8,2,4,0.01,0.829,0.776,0.869,0.82,0.897
3,log_loss,best,0.8,3,6,0.0,0.831,0.8,0.831,0.815,0.907
3,log_loss,best,0.8,3,6,0.001,0.831,0.8,0.831,0.815,0.906
3,log_loss,best,0.8,3,6,0.01,0.831,0.8,0.831,0.815,0.898
3,log_loss,best,0.8,4,8,0.0,0.831,0.791,0.846,0.817,0.907
3,log_loss,best,0.8,4,8,0.001,0.831,0.8,0.831,0.815,0.907
3,log_loss,best,0.8,4,8,0.01,0.831,0.8,0.831,0.815,0.898
3,log_loss,best,0.8,5,10,0.0,0.831,0.791,0.846,0.817,0.906
3,log_loss,best,0.8,5,10,0.001,0.831,0.8,0.831,0.815,0.906
3,log_loss,best,0.8,5,10,0.01,0.831,0.8,0.831,0.815,0.898
3,log_loss,best,0.7,1,2,0.0,0.831,0.8,0.831,0.815,0.906
3,log_loss,best,0.7,1,2,0.001,0.776,0.687,0.916,0.785,0.888
3,log_loss,best,0.7,1,2,0.01,0.831,0.8,0.831,0.815,0.898
3,log_loss,best,0.7,2,4,0.0,0.809,0.754,0.85,0.799,0.9
3,log_loss,best,0.7,2,4,0.001,0.831,0.791,0.846,0.817,0.903
3,log_loss,best,0.7,2,4,0.01,0.831,0.8,0.831,0.815,0.898
3,log_loss,best,0.7,3,6,0.0,0.823,0.801,0.803,0.802,0.898
3,log_loss,best,0.7,3,6,0.001,0.829,0.776,0.869,0.82,0.907
3,log_loss,best,0.7,3,6,0.01,0.829,0.776,0.869,0.82,0.905
3,log_loss,best,0.7,4,8,0.0,0.824,0.802,0.806,0.804,0.893
3,log_loss,best,0.7,4,8,0.001,0.831,0.8,0.831,0.815,0.905
3,log_loss,best,0.7,4,8,0.01,0.769,0.672,0.945,0.785,0.885
3,log_loss,best,0.7,5,10,0.0,0.831,0.8,0.831,0.815,0.906
3,log_loss,best,0.7,5,10,0.001,0.814,0.741,0.901,0.813,0.893
3,log_loss,best,0.7,5,10,0.01,0.831,0.8,0.831,0.815,0.897
3,log_loss,best,0.6,1,2,0.0,0.829,0.776,0.869,0.82,0.908
3,log_loss,best,0.6,1,2,0.001,0.83,0.787,0.849,0.817,0.906
3,log_loss,best,0.6,1,2,0.01,0.81,0.75,0.865,0.804,0.884
3,log_loss,best,0.6,2,4,0.0,0.815,0.749,0.884,0.811,0.886
3,log_loss,best,0.6,2,4,0.001,0.831,0.8,0.831,0.815,0.903
3,log_loss,best,0.6,2,4,0.01,0.831,0.8,0.831,0.815,0.904
3,log_loss,best,0.6,3,6,0.0,0.809,0.761,0.837,0.797,0.885
3,log_loss,best,0.6,3,6,0.001,0.829,0.776,0.869,0.82,0.908
3,log_loss,best,0.6,3,6,0.01,0.829,0.776,0.869,0.82,0.891
3,log_loss,best,0.6,4,8,0.0,0.826,0.8,0.814,0.807,0.9
3,log_loss,best,0.6,4,8,0.001,0.831,0.8,0.831,0.815,0.906
3,log_loss,best,0.6,4,8,0.01,0.829,0.776,0.869,0.82,0.897
3,log_loss,best,0.6,5,10,0.0,0.831,0.8,0.831,0.815,0.906
3,log_loss,best,0.6,5,10,0.001,0.829,0.776,0.869,0.82,0.9
3,log_loss,best,0.6,5,10,0.01,0.831,0.791,0.846,0.817,0.897
3,log_loss,best,0.5,1,2,0.0,0.839,0.823,0.815,0.819,0.904
3,log_loss,best,0.5,1,2,0.001,0.831,0.8,0.831,0.815,0.905
3,log_loss,best,0.5,1,2,0.01,0.831,0.8,0.831,0.815,0.898
3,log_loss,best,0.5,2,4,0.0,0.809,0.761,0.837,0.797,0.895
3,log_loss,best,0.5,2,4,0.001,0.831,0.791,0.846,0.817,0.906
3,log_loss,best,0.5,2,4,0.01,0.769,0.672,0.945,0.785,0.877
3,log_loss,best,0.5,3,6,0.0,0.809,0.754,0.85,0.799,0.897
3,log_loss,best,0.5,3,6,0.001,0.801,0.724,0.899,0.802,0.895
3,log_loss,best,0.5,3,6,0.01,0.809,0.761,0.837,0.797,0.892
3,log_loss,best,0.5,4,8,0.0,0.808,0.749,0.861,0.801,0.891
3,log_loss,best,0.5,4,8,0.001,0.836,0.796,0.854,0.824,0.905
3,log_loss,best,0.5,4,8,0.01,0.831,0.8,0.831,0.815,0.901
3,log_loss,best,0.5,5,10,0.0,0.844,0.857,0.782,0.818,0.894
3,log_loss,best,0.5,5,10,0.001,0.824,0.793,0.823,0.807,0.892
3,log_loss,best,0.5,5,10,0.01,0.809,0.761,0.837,0.797,0.89
3,log_loss,random,sqrt,1,2,0.0,0.805,0.804,0.747,0.774,0.832
3,log_loss,random,sqrt,1,2,0.001,0.723,0.67,0.754,0.71,0.802
3,log_loss,random,sqrt,1,2,0.01,0.643,0.566,0.877,0.688,0.68
3,log_loss,random,sqrt,2,4,0.0,0.808,0.757,0.843,0.798,0.866
3,log_loss,random,sqrt,2,4,0.001,0.774,0.758,0.728,0.743,0.797
3,log_loss,random,sqrt,2,4,0.01,0.705,0.613,0.928,0.738,0.821
3,log_loss,random,sqrt,3,6,0.0,0.816,0.787,0.809,0.798,0.869
3,log_loss,random,sqrt,3,6,0.001,0.75,0.683,0.827,0.748,0.849
3,log_loss,random,sqrt,3,6,0.01,0.769,0.672,0.945,0.785,0.887
3,log_loss,random,sqrt,4,8,0.0,0.809,0.742,0.879,0.805,0.878
3,log_loss,random,sqrt,4,8,0.001,0.787,0.75,0.789,0.769,0.859
3,log_loss,random,sqrt,4,8,0.01,0.805,0.809,0.739,0.772,0.851
3,log_loss,random,sqrt,5,10,0.0,0.774,0.683,0.924,0.785,0.827
3,log_loss,random,sqrt,5,10,0.001,0.769,0.672,0.945,0.785,0.89
3,log_loss,random,sqrt,5,10,0.01,0.758,0.674,0.888,0.767,0.845
3,log_loss,random,log2,1,2,0.0,0.769,0.744,0.74,0.742,0.823
3,log_loss,random,log2,1,2,0.001,0.789,0.726,0.851,0.784,0.838
3,log_loss,random,log2,1,2,0.01,0.802,0.807,0.732,0.768,0.848
3,log_loss,random,log2,2,4,0.0,0.769,0.685,0.899,0.777,0.858
3,log_loss,random,log2,2,4,0.001,0.809,0.761,0.837,0.797,0.88
3,log_loss,random,log2,2,4,0.01,0.757,0.672,0.896,0.768,0.861
3,log_loss,random,log2,3,6,0.0,0.816,0.771,0.838,0.803,0.851
3,log_loss,random,log2,3,6,0.001,0.774,0.758,0.728,0.743,0.809
3,log_loss,random,log2,3,6,0.01,0.78,0.781,0.705,0.741,0.832
3,log_loss,random,log2,4,8,0.0,0.756,0.689,0.831,0.753,0.83
3,log_loss,random,log2,4,8,0.001,0.654,0.567,0.958,0.713,0.797
3,log_loss,random,log2,4,8,0.01,0.805,0.809,0.739,0.772,0.854
3,log_loss,random,log2,5,10,0.0,0.78,0.729,0.81,0.768,0.826
3,log_loss,random,log2,5,10,0.001,0.659,0.574,0.925,0.709,0.699
3,log_loss,random,log2,5,10,0.01,0.802,0.736,0.87,0.797,0.869
3,log_loss,random,,1,2,0.0,0.828,0.801,0.821,0.811,0.896
3,log_loss,random,,1,2,0.001,0.831,0.8,0.831,0.815,0.895
3,log_loss,random,,1,2,0.01,0.831,0.8,0.831,0.815,0.903
3,log_loss,random,,2,4,0.0,0.83,0.787,0.849,0.817,0.905
3,log_loss,random,,2,4,0.001,0.831,0.8,0.831,0.815,0.903
3,log_loss,random,,2,4,0.01,0.814,0.741,0.901,0.813,0.879
3,log_loss,random,,3,6,0.0,0.808,0.756,0.843,0.797,0.885
3,log_loss,random,,3,6,0.001,0.819,0.756,0.88,0.813,0.887
3,log_loss,random,,3,6,0.01,0.809,0.761,0.837,0.797,0.882
3,log_loss,random,,4,8,0.0,0.829,0.776,0.869,0.82,0.904
3,log_loss,random,,4,8,0.001,0.828,0.801,0.821,0.811,0.904
3,log_loss,random,,4,8,0.01,0.829,0.776,0.869,0.82,0.89
3,log_loss,random,,5,10,0.0,0.831,0.8,0.831,0.815,0.904
3,log_loss,random,,5,10,0.001,0.828,0.781,0.858,0.818,0.9
3,log_loss,random,,5,10,0.01,0.831,0.8,0.831,0.815,0.898
3,log_loss,random,0.8,1,2,0.0,0.809,0.761,0.837,0.797,0.896
3,log_loss,random,0.8,1,2,0.001,0.829,0.776,0.869,0.82,0.896
3,log_loss,random,0.8,1,2,0.01,0.797,0.721,0.892,0.798,0.875
3,log_loss,random,0.8,2,4,0.0,0.809,0.761,0.837,0.797,0.882
3,log_loss,random,0.8,2,4,0.001,0.806,0.738,0.88,0.803,0.88
3,log_loss,random,0.8,2,4,0.01,0.796,0.717,0.9,0.798,0.873
3,log_loss,random,0.8,3,6,0.0,0.821,0.78,0.836,0.807,0.879
3,log_loss,random,0.8,3,6,0.001,0.809,0.754,0.85,0.799,0.882
3,log_loss,random,0.8,3,6,0.01,0.815,0.763,0.851,0.805,0.888
3,log_loss,random,0.8,4,8,0.0,0.797,0.721,0.892,0.798,0.881
3,log_loss,random,0.8,4,8,0.001,0.824,0.802,0.806,0.804,0.898
3,log_loss,random,0.8,4,8,0.01,0.828,0.801,0.821,0.811,0.899
3,log_loss,random,0.8,5,10,0.0,0.831,0.8,0.831,0.815,0.905
3,log_loss,random,0.8,5,10,0.001,0.809,0.761,0.837,0.797,0.897
3,log_loss,random,0.8,5,10,0.01,0.808,0.758,0.838,0.796,0.891
3,log_loss,random,0.7,1,2,0.0,0.828,0.801,0.821,0.811,0.902
3,log_loss,random,0.7,1,2,0.001,0.831,0.8,0.831,0.815,0.905
3,log_loss,random,0.7,1,2,0.01,0.776,0.687,0.916,0.785,0.845
3,log_loss,random,0.7,2,4,0.0,0.807,0.726,0.915,0.81,0.892
3,log_loss,random,0.7,2,4,0.001,0.809,0.761,0.837,0.797,0.888
3,log_loss,random,0.7,2,4,0.01,0.796,0.717,0.9,0.798,0.876
3,log_loss,random,0.7,3,6,0.0,0.787,0.757,0.774,0.765,0.855
3,log_loss,random,0.7,3,6,0.001,0.804,0.736,0.877,0.8,0.881
3,log_loss,random,0.7,3,6,0.01,0.828,0.801,0.821,0.811,0.873
3,log_loss,random,0.7,4,8,0.0,0.797,0.721,0.892,0.798,0.88
3,log_loss,random,0.7,4,8,0.001,0.821,0.78,0.836,0.807,0.887
3,log_loss,random,0.7,4,8,0.01,0.839,0.866,0.758,0.809,0.888
3,log_loss,random,0.7,5,10,0.0,0.809,0.761,0.837,0.797,0.899
3,log_loss,random,0.7,5,10,0.001,0.807,0.726,0.915,0.81,0.892
3,log_loss,random,0.7,5,10,0.01,0.826,0.807,0.805,0.806,0.877
3,log_loss,random,0.6,1,2,0.0,0.646,0.561,0.954,0.707,0.801
3,log_loss,random,0.6,1,2,0.001,0.828,0.781,0.858,0.818,0.896
3,log_loss,random,0.6,1,2,0.01,0.698,0.603,0.955,0.739,0.866
3,log_loss,random,0.6,2,4,0.0,0.824,0.802,0.806,0.804,0.888
3,log_loss,random,0.6,2,4,0.001,0.801,0.741,0.854,0.794,0.86
3,log_loss,random,0.6,2,4,0.01,0.821,0.78,0.836,0.807,0.869
3,log_loss,random,0.6,3,6,0.0,0.819,0.785,0.822,0.803,0.896
3,log_loss,random,0.6,3,6,0.001,0.796,0.717,0.9,0.798,0.876
3,log_loss,random,0.6,3,6,0.01,0.808,0.753,0.851,0.799,0.868
3,log_loss,random,0.6,4,8,0.0,0.83,0.806,0.818,0.812,0.902
3,log_loss,random,0.6,4,8,0.001,0.83,0.829,0.782,0.805,0.867
3,log_loss,random,0.6,4,8,0.01,0.809,0.761,0.837,0.797,0.876
3,log_loss,random,0.6,5,10,0.0,0.828,0.801,0.821,0.811,0.895
3,log_loss,random,0.6,5,10,0.001,0.796,0.717,0.9,0.798,0.879
3,log_loss,random,0.6,5,10,0.01,0.83,0.806,0.816,0.811,0.885
3,log_loss,random,0.5,1,2,0.0,0.813,0.754,0.864,0.806,0.868
3,log_loss,random,0.5,1,2,0.001,0.807,0.726,0.913,0.809,0.9
3,log_loss,random,0.5,1,2,0.01,0.826,0.807,0.805,0.806,0.877
3,log_loss,random,0.5,2,4,0.0,0.826,0.8,0.814,0.807,0.885
3,log_loss,random,0.5,2,4,0.001,0.814,0.741,0.901,0.813,0.885
3,log_loss,random,0.5,2,4,0.01,0.78,0.795,0.687,0.737,0.845
3,log_loss,random,0.5,3,6,0.0,0.798,0.734,0.862,0.793,0.874
3,log_loss,random,0.5,3,6,0.001,0.841,0.841,0.795,0.817,0.9
3,log_loss,random,0.5,3,6,0.01,0.809,0.761,0.837,0.797,0.867
3,log_loss,random,0.5,4,8,0.0,0.815,0.773,0.83,0.801,0.871
3,log_loss,random,0.5,4,8,0.001,0.799,0.723,0.895,0.8,0.876
3,log_loss,random,0.5,4,8,0.01,0.81,0.763,0.835,0.798,0.872
3,log_loss,random,0.5,5,10,0.0,0.813,0.754,0.864,0.806,0.872
3,log_loss,random,0.5,5,10,0.001,0.807,0.726,0.915,0.81,0.89
3,log_loss,random,0.5,5,10,0.01,0.829,0.776,0.869,0.82,0.897
5,gini,best,sqrt,1,2,0.0,0.831,0.775,0.878,0.823,0.91
5,gini,best,sqrt,1,2,0.001,0.82,0.757,0.882,0.815,0.897
5,gini,best,sqrt,1,2,0.01,0.769,0.685,0.899,0.777,0.832
5,gini,best,sqrt,2,4,0.0,0.84,0.794,0.869,0.83,0.918
5,gini,best,sqrt,2,4,0.001,0.818,0.756,0.877,0.812,0.905
5,gini,best,sqrt,2,4,0.01,0.792,0.719,0.88,0.792,0.876
5,gini,best,sqrt,3,6,0.0,0.837,0.781,0.884,0.829,0.916
5,gini,best,sqrt,3,6,0.001,0.825,0.798,0.817,0.808,0.889
5,gini,best,sqrt,3,6,0.01,0.787,0.703,0.91,0.793,0.839
5,gini,best,sqrt,4,8,0.0,0.82,0.782,0.828,0.804,0.895
5,gini,best,sqrt,4,8,0.001,0.832,0.797,0.839,0.818,0.893
5,gini,best,sqrt,4,8,0.01,0.769,0.685,0.899,0.777,0.873
5,gini,best,sqrt,5,10,0.0,0.837,0.804,0.841,0.822,0.911
5,gini,best,sqrt,5,10,0.001,0.848,0.792,0.895,0.84,0.902
5,gini,best,sqrt,5,10,0.01,0.797,0.722,0.89,0.797,0.887
5,gini,best,log2,1,2,0.0,0.843,0.806,0.856,0.83,0.914
5,gini,best,log2,1,2,0.001,0.828,0.772,0.873,0.819,0.899
5,gini,best,log2,1,2,0.01,0.727,0.626,0.973,0.762,0.852
5,gini,best,log2,2,4,0.0,0.792,0.722,0.87,0.789,0.894
5,gini,best,log2,2,4,0.001,0.837,0.791,0.865,0.826,0.899
5,gini,best,log2,2,4,0.01,0.805,0.809,0.739,0.772,0.799
5,gini,best,log2,3,6,0.0,0.831,0.791,0.848,0.818,0.915
5,gini,best,log2,3,6,0.001,0.83,0.757,0.912,0.827,0.918
5,gini,best,log2,3,6,0.01,0.832,0.836,0.778,0.806,0.877
5,gini,best,log2,4,8,0.0,0.837,0.785,0.878,0.829,0.913
5,gini,best,log2,4,8,0.001,0.812,0.744,0.884,0.808,0.898
5,gini,best,log2,4,8,0.01,0.776,0.687,0.916,0.785,0.85
5,gini,best,log2,5,10,0.0,0.852,0.815,0.867,0.84,0.925
5,gini,best,log2,5,10,0.001,0.831,0.773,0.883,0.824,0.906
5,gini,best,log2,5,10,0.01,0.75,0.649,0.961,0.775,0.833
5,gini,best,,1,2,0.0,0.851,0.792,0.903,0.844,0.933
5,gini,best,,1,2,0.001,0.845,0.781,0.908,0.84,0.926
5,gini,best,,1,2,0.01,0.829,0.776,0.869,0.82,0.865
5,gini,best,,2,4,0.0,0.851,0.792,0.903,0.844,0.933
5,gini,best,,2,4,0.001,0.845,0.781,0.908,0.84,0.926
5,gini,best,,2,4,0.01,0.829,0.776,0.869,0.82,0.865
5,gini,best,,3,6,0.0,0.851,0.792,0.903,0.844,0.933
5,gini,best,,3,6,0.001,0.845,0.781,0.908,0.84,0.926
5,gini,best,,3,6,0.01,0.829,0.776,0.869,0.82,0.865
5,gini,best,,4,8,0.0,0.851,0.792,0.903,0.844,0.933
5,gini,best,,4,8,0.001,0.845,0.781,0.908,0.84,0.926
5,gini,best,,4,8,0.01,0.829,0.776,0.869,0.82,0.865
5,gini,best,,5,10,0.0,0.851,0.792,0.903,0.844,0.933
5,gini,best,,5,10,0.001,0.845,0.781,0.908,0.84,0.926
5,gini,best,,5,10,0.01,0.829,0.776,0.869,0.82,0.865
5,gini,best,0.8,1,2,0.0,0.841,0.771,0.919,0.838,0.933
5,gini,best,0.8,1,2,0.001,0.845,0.781,0.908,0.84,0.926
5,gini,best,0.8,1,2,0.01,0.831,0.8,0.831,0.815,0.864
5,gini,best,0.8,2,4,0.0,0.856,0.804,0.897,0.848,0.933
5,gini,best,0.8,2,4,0.001,0.843,0.777,0.913,0.839,0.921
5,gini,best,0.8,2,4,0.01,0.829,0.776,0.869,0.82,0.865
5,gini,best,0.8,3,6,0.0,0.848,0.784,0.911,0.843,0.933
5,gini,best,0.8,3,6,0.001,0.851,0.794,0.901,0.844,0.925
5,gini,best,0.8,3,6,0.01,0.809,0.754,0.85,0.799,0.864
5,gini,best,0.8,4,8,0.0,0.847,0.782,0.913,0.842,0.932
5,gini,best,0.8,4,8,0.001,0.849,0.791,0.901,0.842,0.927
5,gini,best,0.8,4,8,0.01,0.831,0.8,0.831,0.815,0.869
5,gini,best,0.8,5,10,0.0,0.854,0.802,0.896,0.846,0.932
5,gini,best,0.8,5,10,0.001,0.848,0.789,0.904,0.842,0.924
5,gini,best,0.8,5,10,0.01,0.831,0.8,0.831,0.815,0.864
5,gini,best,0.7,1,2,0.0,0.847,0.783,0.909,0.841,0.932
5,gini,best,0.7,1,2,0.001,0.847,0.789,0.9,0.841,0.925
5,gini,best,0.7,1,2,0.01,0.831,0.8,0.831,0.815,0.899
5,gini,best,0.7,2,4,0.0,0.85,0.795,0.898,0.843,0.931
5,gini,best,0.7,2,4,0.001,0.845,0.781,0.908,0.84,0.924
5,gini,best,0.7,2,4,0.01,0.831,0.8,0.831,0.815,0.869
5,gini,best,0.7,3,6,0.0,0.853,0.8,0.895,0.845,0.931
