max_depth,criterian,splitter,max_features,class_weight_o,class_weight_1,ccp_alpha,accuracy,precision,recall,f1_score,roc_auc
13,entropy,best,sqrt,5,10,0.01,0.795,0.716,0.898,0.797,0.863
13,entropy,best,log2,1,2,0.0,0.866,0.817,0.902,0.857,0.938
13,entropy,best,log2,1,2,0.001,0.853,0.804,0.888,0.844,0.924
13,entropy,best,log2,1,2,0.01,0.807,0.726,0.915,0.81,0.891
13,entropy,best,log2,2,4,0.0,0.863,0.814,0.902,0.855,0.937
13,entropy,best,log2,2,4,0.001,0.819,0.745,0.906,0.818,0.915
13,entropy,best,log2,2,4,0.01,0.815,0.798,0.786,0.792,0.88
13,entropy,best,log2,3,6,0.0,0.865,0.814,0.906,0.858,0.938
13,entropy,best,log2,3,6,0.001,0.854,0.81,0.882,0.844,0.928
13,entropy,best,log2,3,6,0.01,0.759,0.666,0.928,0.775,0.888
13,entropy,best,log2,4,8,0.0,0.867,0.818,0.905,0.859,0.938
13,entropy,best,log2,4,8,0.001,0.839,0.769,0.915,0.836,0.929
13,entropy,best,log2,4,8,0.01,0.801,0.732,0.879,0.799,0.863
13,entropy,best,log2,5,10,0.0,0.868,0.822,0.899,0.859,0.938
13,entropy,best,log2,5,10,0.001,0.837,0.779,0.888,0.83,0.923
13,entropy,best,log2,5,10,0.01,0.769,0.672,0.945,0.785,0.876
13,entropy,best,,1,2,0.0,0.871,0.824,0.904,0.862,0.937
13,entropy,best,,1,2,0.001,0.852,0.789,0.915,0.847,0.937
13,entropy,best,,1,2,0.01,0.837,0.78,0.886,0.83,0.902
13,entropy,best,,2,4,0.0,0.871,0.824,0.904,0.862,0.937
13,entropy,best,,2,4,0.001,0.852,0.789,0.915,0.847,0.937
13,entropy,best,,2,4,0.01,0.837,0.78,0.886,0.83,0.902
13,entropy,best,,3,6,0.0,0.871,0.824,0.904,0.862,0.937
13,entropy,best,,3,6,0.001,0.852,0.789,0.915,0.847,0.937
13,entropy,best,,3,6,0.01,0.837,0.78,0.886,0.83,0.902
13,entropy,best,,4,8,0.0,0.871,0.824,0.904,0.862,0.937
13,entropy,best,,4,8,0.001,0.852,0.789,0.915,0.847,0.937
13,entropy,best,,4,8,0.01,0.837,0.78,0.886,0.83,0.902
13,entropy,best,,5,10,0.0,0.871,0.824,0.904,0.862,0.937
13,entropy,best,,5,10,0.001,0.852,0.789,0.915,0.847,0.937
13,entropy,best,,5,10,0.01,0.837,0.78,0.886,0.83,0.902
13,entropy,best,0.8,1,2,0.0,0.87,0.821,0.906,0.862,0.938
13,entropy,best,0.8,1,2,0.001,0.852,0.789,0.915,0.847,0.937
13,entropy,best,0.8,1,2,0.01,0.837,0.78,0.886,0.83,0.901
13,entropy,best,0.8,2,4,0.0,0.869,0.822,0.905,0.861,0.937
13,entropy,best,0.8,2,4,0.001,0.855,0.796,0.91,0.849,0.936
13,entropy,best,0.8,2,4,0.01,0.832,0.767,0.898,0.827,0.902
13,entropy,best,0.8,3,6,0.0,0.871,0.824,0.904,0.862,0.937
13,entropy,best,0.8,3,6,0.001,0.85,0.783,0.918,0.846,0.936
13,entropy,best,0.8,3,6,0.01,0.837,0.78,0.886,0.83,0.902
13,entropy,best,0.8,4,8,0.0,0.869,0.823,0.903,0.861,0.937
13,entropy,best,0.8,4,8,0.001,0.855,0.795,0.914,0.85,0.936
13,entropy,best,0.8,4,8,0.01,0.819,0.752,0.89,0.815,0.9
13,entropy,best,0.8,5,10,0.0,0.871,0.824,0.904,0.862,0.937
13,entropy,best,0.8,5,10,0.001,0.85,0.783,0.919,0.846,0.937
13,entropy,best,0.8,5,10,0.01,0.829,0.776,0.869,0.82,0.899
13,entropy,best,0.7,1,2,0.0,0.871,0.825,0.904,0.863,0.938
13,entropy,best,0.7,1,2,0.001,0.852,0.786,0.92,0.848,0.935
13,entropy,best,0.7,1,2,0.01,0.837,0.78,0.886,0.83,0.908
13,entropy,best,0.7,2,4,0.0,0.87,0.823,0.904,0.862,0.937
13,entropy,best,0.7,2,4,0.001,0.856,0.797,0.909,0.849,0.936
13,entropy,best,0.7,2,4,0.01,0.837,0.78,0.886,0.83,0.902
13,entropy,best,0.7,3,6,0.0,0.87,0.823,0.906,0.862,0.938
13,entropy,best,0.7,3,6,0.001,0.856,0.8,0.907,0.85,0.936
13,entropy,best,0.7,3,6,0.01,0.837,0.78,0.886,0.83,0.913
13,entropy,best,0.7,4,8,0.0,0.871,0.826,0.902,0.863,0.938
13,entropy,best,0.7,4,8,0.001,0.853,0.791,0.913,0.848,0.936
13,entropy,best,0.7,4,8,0.01,0.837,0.78,0.886,0.83,0.902
13,entropy,best,0.7,5,10,0.0,0.87,0.824,0.904,0.862,0.938
13,entropy,best,0.7,5,10,0.001,0.857,0.806,0.898,0.849,0.936
13,entropy,best,0.7,5,10,0.01,0.837,0.78,0.886,0.83,0.908
13,entropy,best,0.6,1,2,0.0,0.87,0.823,0.904,0.862,0.938
13,entropy,best,0.6,1,2,0.001,0.853,0.793,0.909,0.847,0.936
13,entropy,best,0.6,1,2,0.01,0.831,0.758,0.913,0.828,0.904
13,entropy,best,0.6,2,4,0.0,0.871,0.824,0.905,0.863,0.938
13,entropy,best,0.6,2,4,0.001,0.857,0.802,0.905,0.85,0.935
13,entropy,best,0.6,2,4,0.01,0.829,0.776,0.869,0.82,0.897
13,entropy,best,0.6,3,6,0.0,0.871,0.824,0.905,0.863,0.938
13,entropy,best,0.6,3,6,0.001,0.848,0.779,0.922,0.845,0.936
13,entropy,best,0.6,3,6,0.01,0.826,0.766,0.881,0.82,0.909
13,entropy,best,0.6,4,8,0.0,0.87,0.823,0.905,0.862,0.938
13,entropy,best,0.6,4,8,0.001,0.854,0.797,0.906,0.848,0.936
13,entropy,best,0.6,4,8,0.01,0.799,0.727,0.884,0.798,0.897
13,entropy,best,0.6,5,10,0.0,0.87,0.822,0.906,0.862,0.938
13,entropy,best,0.6,5,10,0.001,0.852,0.792,0.908,0.846,0.934
13,entropy,best,0.6,5,10,0.01,0.833,0.77,0.896,0.828,0.905
13,entropy,best,0.5,1,2,0.0,0.872,0.828,0.902,0.863,0.938
13,entropy,best,0.5,1,2,0.001,0.856,0.804,0.896,0.848,0.934
13,entropy,best,0.5,1,2,0.01,0.829,0.776,0.869,0.82,0.896
13,entropy,best,0.5,2,4,0.0,0.871,0.826,0.903,0.863,0.939
13,entropy,best,0.5,2,4,0.001,0.847,0.784,0.909,0.842,0.933
13,entropy,best,0.5,2,4,0.01,0.817,0.746,0.898,0.815,0.902
13,entropy,best,0.5,3,6,0.0,0.87,0.823,0.905,0.862,0.939
13,entropy,best,0.5,3,6,0.001,0.852,0.79,0.911,0.846,0.936
13,entropy,best,0.5,3,6,0.01,0.83,0.787,0.849,0.817,0.896
13,entropy,best,0.5,4,8,0.0,0.87,0.823,0.905,0.862,0.939
13,entropy,best,0.5,4,8,0.001,0.851,0.786,0.915,0.846,0.936
13,entropy,best,0.5,4,8,0.01,0.818,0.787,0.813,0.8,0.887
13,entropy,best,0.5,5,10,0.0,0.871,0.825,0.904,0.863,0.939
13,entropy,best,0.5,5,10,0.001,0.846,0.778,0.919,0.843,0.933
13,entropy,best,0.5,5,10,0.01,0.833,0.77,0.896,0.828,0.904
13,entropy,random,sqrt,1,2,0.0,0.858,0.809,0.895,0.85,0.936
13,entropy,random,sqrt,1,2,0.001,0.833,0.782,0.871,0.824,0.915
13,entropy,random,sqrt,1,2,0.01,0.79,0.707,0.907,0.795,0.882
13,entropy,random,sqrt,2,4,0.0,0.858,0.807,0.896,0.849,0.936
13,entropy,random,sqrt,2,4,0.001,0.839,0.785,0.882,0.831,0.915
13,entropy,random,sqrt,2,4,0.01,0.813,0.757,0.86,0.805,0.884
13,entropy,random,sqrt,3,6,0.0,0.847,0.779,0.919,0.843,0.934
13,entropy,random,sqrt,3,6,0.001,0.834,0.779,0.879,0.826,0.914
13,entropy,random,sqrt,3,6,0.01,0.828,0.801,0.821,0.811,0.897
13,entropy,random,sqrt,4,8,0.0,0.85,0.795,0.895,0.842,0.932
13,entropy,random,sqrt,4,8,0.001,0.816,0.741,0.907,0.816,0.907
13,entropy,random,sqrt,4,8,0.01,0.813,0.775,0.822,0.798,0.858
13,entropy,random,sqrt,5,10,0.0,0.858,0.81,0.892,0.849,0.935
13,entropy,random,sqrt,5,10,0.001,0.835,0.779,0.882,0.828,0.91
13,entropy,random,sqrt,5,10,0.01,0.805,0.72,0.923,0.809,0.887
13,entropy,random,log2,1,2,0.0,0.849,0.802,0.88,0.839,0.926
13,entropy,random,log2,1,2,0.001,0.824,0.744,0.926,0.825,0.916
13,entropy,random,log2,1,2,0.01,0.809,0.761,0.837,0.797,0.873
13,entropy,random,log2,2,4,0.0,0.861,0.817,0.888,0.851,0.936
13,entropy,random,log2,2,4,0.001,0.805,0.734,0.886,0.803,0.899
13,entropy,random,log2,2,4,0.01,0.807,0.753,0.848,0.798,0.878
13,entropy,random,log2,3,6,0.0,0.852,0.792,0.91,0.847,0.934
13,entropy,random,log2,3,6,0.001,0.821,0.749,0.903,0.819,0.913
13,entropy,random,log2,3,6,0.01,0.791,0.719,0.876,0.789,0.876
13,entropy,random,log2,4,8,0.0,0.855,0.803,0.897,0.847,0.934
13,entropy,random,log2,4,8,0.001,0.827,0.754,0.911,0.825,0.917
13,entropy,random,log2,4,8,0.01,0.799,0.724,0.889,0.798,0.874
13,entropy,random,log2,5,10,0.0,0.858,0.808,0.897,0.85,0.935
13,entropy,random,log2,5,10,0.001,0.849,0.814,0.859,0.836,0.918
13,entropy,random,log2,5,10,0.01,0.816,0.787,0.809,0.798,0.862
13,entropy,random,,1,2,0.0,0.868,0.816,0.909,0.86,0.942
13,entropy,random,,1,2,0.001,0.853,0.792,0.911,0.847,0.933
13,entropy,random,,1,2,0.01,0.803,0.719,0.921,0.808,0.906
13,entropy,random,,2,4,0.0,0.868,0.817,0.91,0.861,0.942
13,entropy,random,,2,4,0.001,0.858,0.81,0.894,0.85,0.934
13,entropy,random,,2,4,0.01,0.797,0.721,0.892,0.798,0.896
13,entropy,random,,3,6,0.0,0.872,0.825,0.906,0.863,0.942
13,entropy,random,,3,6,0.001,0.85,0.786,0.914,0.845,0.934
13,entropy,random,,3,6,0.01,0.849,0.808,0.87,0.838,0.905
13,entropy,random,,4,8,0.0,0.871,0.823,0.908,0.863,0.942
13,entropy,random,,4,8,0.001,0.855,0.802,0.899,0.848,0.934
13,entropy,random,,4,8,0.01,0.831,0.767,0.895,0.826,0.896
13,entropy,random,,5,10,0.0,0.871,0.825,0.905,0.863,0.942
13,entropy,random,,5,10,0.001,0.855,0.802,0.899,0.848,0.933
13,entropy,random,,5,10,0.01,0.838,0.789,0.871,0.828,0.893
13,entropy,random,0.8,1,2,0.0,0.869,0.818,0.908,0.861,0.942
13,entropy,random,0.8,1,2,0.001,0.849,0.788,0.906,0.843,0.933
13,entropy,random,0.8,1,2,0.01,0.829,0.776,0.869,0.82,0.899
13,entropy,random,0.8,2,4,0.0,0.867,0.814,0.912,0.86,0.942
13,entropy,random,0.8,2,4,0.001,0.854,0.8,0.899,0.847,0.931
13,entropy,random,0.8,2,4,0.01,0.789,0.703,0.917,0.796,0.884
13,entropy,random,0.8,3,6,0.0,0.871,0.827,0.901,0.862,0.942
13,entropy,random,0.8,3,6,0.001,0.856,0.806,0.894,0.848,0.932
13,entropy,random,0.8,3,6,0.01,0.81,0.764,0.832,0.797,0.891
13,entropy,random,0.8,4,8,0.0,0.87,0.821,0.908,0.862,0.943
13,entropy,random,0.8,4,8,0.001,0.855,0.798,0.906,0.849,0.933
13,entropy,random,0.8,4,8,0.01,0.828,0.769,0.881,0.821,0.908
13,entropy,random,0.8,5,10,0.0,0.87,0.82,0.909,0.862,0.943
13,entropy,random,0.8,5,10,0.001,0.856,0.805,0.895,0.848,0.931
13,entropy,random,0.8,5,10,0.01,0.796,0.717,0.9,0.798,0.886
13,entropy,random,0.7,1,2,0.0,0.865,0.811,0.911,0.858,0.942
13,entropy,random,0.7,1,2,0.001,0.852,0.799,0.896,0.845,0.932
13,entropy,random,0.7,1,2,0.01,0.806,0.761,0.828,0.793,0.891
13,entropy,random,0.7,2,4,0.0,0.87,0.822,0.904,0.861,0.942
13,entropy,random,0.7,2,4,0.001,0.834,0.759,0.924,0.833,0.926
13,entropy,random,0.7,2,4,0.01,0.828,0.801,0.821,0.811,0.895
13,entropy,random,0.7,3,6,0.0,0.87,0.822,0.907,0.862,0.943
13,entropy,random,0.7,3,6,0.001,0.852,0.796,0.9,0.845,0.932
13,entropy,random,0.7,3,6,0.01,0.827,0.776,0.863,0.817,0.898
13,entropy,random,0.7,4,8,0.0,0.869,0.82,0.908,0.862,0.943
13,entropy,random,0.7,4,8,0.001,0.842,0.782,0.898,0.836,0.929
13,entropy,random,0.7,4,8,0.01,0.809,0.761,0.837,0.797,0.876
13,entropy,random,0.7,5,10,0.0,0.87,0.821,0.906,0.862,0.942
13,entropy,random,0.7,5,10,0.001,0.848,0.783,0.914,0.844,0.93
13,entropy,random,0.7,5,10,0.01,0.769,0.672,0.945,0.785,0.889
13,entropy,random,0.6,1,2,0.0,0.868,0.821,0.903,0.86,0.941
13,entropy,random,0.6,1,2,0.001,0.847,0.786,0.906,0.842,0.928
13,entropy,random,0.6,1,2,0.01,0.796,0.717,0.9,0.798,0.896
13,entropy,random,0.6,2,4,0.0,0.871,0.826,0.902,0.862,0.942
13,entropy,random,0.6,2,4,0.001,0.833,0.764,0.906,0.829,0.924
13,entropy,random,0.6,2,4,0.01,0.812,0.734,0.911,0.813,0.904
13,entropy,random,0.6,3,6,0.0,0.862,0.805,0.914,0.856,0.942
13,entropy,random,0.6,3,6,0.001,0.851,0.793,0.903,0.844,0.932
13,entropy,random,0.6,3,6,0.01,0.81,0.735,0.899,0.809,0.884
13,entropy,random,0.6,4,8,0.0,0.87,0.82,0.908,0.862,0.942
13,entropy,random,0.6,4,8,0.001,0.848,0.788,0.902,0.842,0.926
13,entropy,random,0.6,4,8,0.01,0.809,0.754,0.85,0.799,0.887
13,entropy,random,0.6,5,10,0.0,0.866,0.814,0.907,0.858,0.942
13,entropy,random,0.6,5,10,0.001,0.849,0.794,0.894,0.841,0.927
13,entropy,random,0.6,5,10,0.01,0.809,0.761,0.837,0.797,0.886
13,entropy,random,0.5,1,2,0.0,0.867,0.815,0.91,0.86,0.943
13,entropy,random,0.5,1,2,0.001,0.855,0.805,0.891,0.846,0.931
13,entropy,random,0.5,1,2,0.01,0.828,0.803,0.817,0.81,0.885
13,entropy,random,0.5,2,4,0.0,0.86,0.802,0.913,0.854,0.942
13,entropy,random,0.5,2,4,0.001,0.846,0.79,0.894,0.839,0.922
13,entropy,random,0.5,2,4,0.01,0.793,0.704,0.929,0.801,0.9
13,entropy,random,0.5,3,6,0.0,0.868,0.819,0.905,0.86,0.942
13,entropy,random,0.5,3,6,0.001,0.844,0.789,0.89,0.837,0.92
13,entropy,random,0.5,3,6,0.01,0.795,0.703,0.94,0.805,0.895
13,entropy,random,0.5,4,8,0.0,0.869,0.822,0.903,0.86,0.941
13,entropy,random,0.5,4,8,0.001,0.832,0.752,0.93,0.832,0.928
13,entropy,random,0.5,4,8,0.01,0.823,0.774,0.854,0.812,0.88
13,entropy,random,0.5,5,10,0.0,0.866,0.815,0.907,0.858,0.941
13,entropy,random,0.5,5,10,0.001,0.852,0.792,0.907,0.846,0.93
13,entropy,random,0.5,5,10,0.01,0.769,0.685,0.899,0.777,0.885
13,log_loss,best,sqrt,1,2,0.0,0.868,0.821,0.902,0.859,0.938
13,log_loss,best,sqrt,1,2,0.001,0.831,0.757,0.917,0.829,0.927
13,log_loss,best,sqrt,1,2,0.01,0.83,0.787,0.849,0.817,0.894
13,log_loss,best,sqrt,2,4,0.0,0.869,0.821,0.905,0.861,0.939
13,log_loss,best,sqrt,2,4,0.001,0.837,0.779,0.89,0.83,0.926
13,log_loss,best,sqrt,2,4,0.01,0.811,0.76,0.844,0.8,0.894
13,log_loss,best,sqrt,3,6,0.0,0.869,0.822,0.903,0.861,0.938
13,log_loss,best,sqrt,3,6,0.001,0.848,0.808,0.866,0.836,0.925
13,log_loss,best,sqrt,3,6,0.01,0.766,0.667,0.953,0.785,0.89
13,log_loss,best,sqrt,4,8,0.0,0.866,0.817,0.904,0.859,0.938
13,log_loss,best,sqrt,4,8,0.001,0.845,0.789,0.892,0.838,0.923
13,log_loss,best,sqrt,4,8,0.01,0.797,0.725,0.883,0.796,0.866
13,log_loss,best,sqrt,5,10,0.0,0.866,0.816,0.904,0.858,0.937
13,log_loss,best,sqrt,5,10,0.001,0.852,0.802,0.89,0.844,0.927
13,log_loss,best,sqrt,5,10,0.01,0.82,0.757,0.88,0.814,0.903
13,log_loss,best,log2,1,2,0.0,0.862,0.814,0.896,0.853,0.935
13,log_loss,best,log2,1,2,0.001,0.832,0.765,0.901,0.828,0.922
13,log_loss,best,log2,1,2,0.01,0.746,0.658,0.902,0.761,0.861
13,log_loss,best,log2,2,4,0.0,0.867,0.817,0.906,0.859,0.938
13,log_loss,best,log2,2,4,0.001,0.837,0.766,0.915,0.834,0.927
13,log_loss,best,log2,2,4,0.01,0.824,0.804,0.802,0.803,0.884
13,log_loss,best,log2,3,6,0.0,0.868,0.822,0.899,0.859,0.936
13,log_loss,best,log2,3,6,0.001,0.845,0.782,0.906,0.84,0.926
13,log_loss,best,log2,3,6,0.01,0.839,0.815,0.829,0.822,0.892
13,log_loss,best,log2,4,8,0.0,0.867,0.819,0.902,0.858,0.938
13,log_loss,best,log2,4,8,0.001,0.838,0.784,0.88,0.829,0.914
13,log_loss,best,log2,4,8,0.01,0.819,0.753,0.887,0.814,0.885
13,log_loss,best,log2,5,10,0.0,0.866,0.817,0.904,0.858,0.938
13,log_loss,best,log2,5,10,0.001,0.829,0.754,0.915,0.827,0.928
13,log_loss,best,log2,5,10,0.01,0.822,0.775,0.848,0.81,0.891
13,log_loss,best,,1,2,0.0,0.871,0.825,0.904,0.862,0.937
13,log_loss,best,,1,2,0.001,0.852,0.789,0.915,0.847,0.937
13,log_loss,best,,1,2,0.01,0.837,0.78,0.886,0.83,0.902
13,log_loss,best,,2,4,0.0,0.871,0.824,0.904,0.862,0.937
13,log_loss,best,,2,4,0.001,0.852,0.789,0.915,0.847,0.937
13,log_loss,best,,2,4,0.01,0.837,0.78,0.886,0.83,0.902
13,log_loss,best,,3,6,0.0,0.871,0.825,0.904,0.862,0.937
13,log_loss,best,,3,6,0.001,0.852,0.789,0.915,0.847,0.937
13,log_loss,best,,3,6,0.01,0.837,0.78,0.886,0.83,0.902
13,log_loss,best,,4,8,0.0,0.871,0.824,0.904,0.862,0.937
13,log_loss,best,,4,8,0.001,0.852,0.789,0.915,0.847,0.937
13,log_loss,best,,4,8,0.01,0.837,0.78,0.886,0.83,0.902
13,log_loss,best,,5,10,0.0,0.871,0.824,0.904,0.862,0.937
13,log_loss,best,,5,10,0.001,0.852,0.789,0.915,0.847,0.937
13,log_loss,best,,5,10,0.01,0.837,0.78,0.886,0.83,0.902
13,log_loss,best,0.8,1,2,0.0,0.87,0.822,0.906,0.862,0.937
13,log_loss,best,0.8,1,2,0.001,0.85,0.785,0.918,0.846,0.936
13,log_loss,best,0.8,1,2,0.01,0.837,0.78,0.886,0.83,0.902
13,log_loss,best,0.8,2,4,0.0,0.871,0.825,0.904,0.862,0.938
13,log_loss,best,0.8,2,4,0.001,0.857,0.802,0.904,0.85,0.936
13,log_loss,best,0.8,2,4,0.01,0.837,0.78,0.886,0.83,0.902
13,log_loss,best,0.8,3,6,0.0,0.87,0.822,0.905,0.862,0.937
13,log_loss,best,0.8,3,6,0.001,0.848,0.778,0.923,0.844,0.937
13,log_loss,best,0.8,3,6,0.01,0.832,0.767,0.898,0.827,0.901
13,log_loss,best,0.8,4,8,0.0,0.871,0.826,0.903,0.862,0.937
13,log_loss,best,0.8,4,8,0.001,0.852,0.791,0.911,0.847,0.935
13,log_loss,best,0.8,4,8,0.01,0.829,0.782,0.856,0.817,0.896
13,log_loss,best,0.8,5,10,0.0,0.871,0.825,0.904,0.863,0.937
13,log_loss,best,0.8,5,10,0.001,0.847,0.776,0.924,0.844,0.936
13,log_loss,best,0.8,5,10,0.01,0.833,0.783,0.868,0.823,0.901
13,log_loss,best,0.7,1,2,0.0,0.869,0.821,0.905,0.861,0.938
13,log_loss,best,0.7,1,2,0.001,0.857,0.801,0.907,0.85,0.935
13,log_loss,best,0.7,1,2,0.01,0.837,0.78,0.886,0.83,0.91
13,log_loss,best,0.7,2,4,0.0,0.87,0.823,0.906,0.862,0.938
13,log_loss,best,0.7,2,4,0.001,0.856,0.797,0.91,0.85,0.935
13,log_loss,best,0.7,2,4,0.01,0.83,0.76,0.907,0.827,0.909
13,log_loss,best,0.7,3,6,0.0,0.87,0.823,0.904,0.861,0.937
13,log_loss,best,0.7,3,6,0.001,0.848,0.781,0.917,0.844,0.936
13,log_loss,best,0.7,3,6,0.01,0.834,0.777,0.885,0.827,0.901
13,log_loss,best,0.7,4,8,0.0,0.871,0.825,0.905,0.863,0.937
13,log_loss,best,0.7,4,8,0.001,0.85,0.786,0.915,0.845,0.937
13,log_loss,best,0.7,4,8,0.01,0.824,0.761,0.884,0.818,0.899
13,log_loss,best,0.7,5,10,0.0,0.87,0.822,0.907,0.862,0.938
13,log_loss,best,0.7,5,10,0.001,0.858,0.803,0.904,0.851,0.936
13,log_loss,best,0.7,5,10,0.01,0.824,0.761,0.884,0.818,0.899
13,log_loss,best,0.6,1,2,0.0,0.87,0.824,0.903,0.862,0.938
13,log_loss,best,0.6,1,2,0.001,0.853,0.793,0.911,0.847,0.936
13,log_loss,best,0.6,1,2,0.01,0.837,0.78,0.886,0.83,0.902
13,log_loss,best,0.6,2,4,0.0,0.872,0.827,0.903,0.863,0.939
13,log_loss,best,0.6,2,4,0.001,0.853,0.793,0.91,0.848,0.935
13,log_loss,best,0.6,2,4,0.01,0.834,0.778,0.881,0.826,0.909
13,log_loss,best,0.6,3,6,0.0,0.87,0.824,0.903,0.862,0.938
13,log_loss,best,0.6,3,6,0.001,0.853,0.797,0.902,0.846,0.932
13,log_loss,best,0.6,3,6,0.01,0.834,0.777,0.885,0.827,0.907
13,log_loss,best,0.6,4,8,0.0,0.87,0.823,0.906,0.862,0.939
13,log_loss,best,0.6,4,8,0.001,0.837,0.76,0.929,0.836,0.934
13,log_loss,best,0.6,4,8,0.01,0.837,0.78,0.886,0.83,0.904
13,log_loss,best,0.6,5,10,0.0,0.871,0.824,0.905,0.863,0.938
13,log_loss,best,0.6,5,10,0.001,0.847,0.782,0.914,0.843,0.934
13,log_loss,best,0.6,5,10,0.01,0.837,0.78,0.886,0.83,0.901
13,log_loss,best,0.5,1,2,0.0,0.87,0.821,0.908,0.862,0.939
13,log_loss,best,0.5,1,2,0.001,0.85,0.79,0.906,0.844,0.933
13,log_loss,best,0.5,1,2,0.01,0.837,0.78,0.886,0.83,0.908
13,log_loss,best,0.5,2,4,0.0,0.869,0.82,0.907,0.861,0.938
13,log_loss,best,0.5,2,4,0.001,0.837,0.764,0.922,0.836,0.934
13,log_loss,best,0.5,2,4,0.01,0.831,0.8,0.831,0.815,0.901
13,log_loss,best,0.5,3,6,0.0,0.871,0.824,0.906,0.863,0.939
13,log_loss,best,0.5,3,6,0.001,0.85,0.783,0.921,0.846,0.935
13,log_loss,best,0.5,3,6,0.01,0.834,0.777,0.885,0.827,0.91
13,log_loss,best,0.5,4,8,0.0,0.871,0.825,0.904,0.863,0.939
13,log_loss,best,0.5,4,8,0.001,0.847,0.784,0.91,0.842,0.933
13,log_loss,best,0.5,4,8,0.01,0.832,0.767,0.898,0.827,0.901
13,log_loss,best,0.5,5,10,0.0,0.869,0.821,0.906,0.861,0.938
13,log_loss,best,0.5,5,10,0.001,0.847,0.779,0.921,0.844,0.936
13,log_loss,best,0.5,5,10,0.01,0.837,0.78,0.886,0.83,0.902
13,log_loss,random,sqrt,1,2,0.0,0.855,0.802,0.897,0.847,0.933
13,log_loss,random,sqrt,1,2,0.001,0.847,0.79,0.898,0.84,0.923
13,log_loss,random,sqrt,1,2,0.01,0.798,0.748,0.831,0.787,0.876
13,log_loss,random,sqrt,2,4,0.0,0.856,0.802,0.9,0.848,0.933
13,log_loss,random,sqrt,2,4,0.001,0.826,0.761,0.892,0.821,0.91
13,log_loss,random,sqrt,2,4,0.01,0.764,0.67,0.93,0.779,0.856
13,log_loss,random,sqrt,3,6,0.0,0.854,0.8,0.898,0.846,0.935
13,log_loss,random,sqrt,3,6,0.001,0.812,0.736,0.905,0.812,0.91
13,log_loss,random,sqrt,3,6,0.01,0.789,0.704,0.913,0.795,0.863
13,log_loss,random,sqrt,4,8,0.0,0.856,0.804,0.897,0.848,0.935
13,log_loss,random,sqrt,4,8,0.001,0.827,0.755,0.911,0.826,0.92
13,log_loss,random,sqrt,4,8,0.01,0.828,0.792,0.836,0.814,0.84
13,log_loss,random,sqrt,5,10,0.0,0.857,0.807,0.894,0.848,0.935
13,log_loss,random,sqrt,5,10,0.001,0.811,0.73,0.918,0.813,0.918
13,log_loss,random,sqrt,5,10,0.01,0.833,0.791,0.851,0.82,0.854
13,log_loss,random,log2,1,2,0.0,0.86,0.809,0.9,0.852,0.939
13,log_loss,random,log2,1,2,0.001,0.837,0.792,0.863,0.826,0.915
13,log_loss,random,log2,1,2,0.01,0.713,0.625,0.893,0.736,0.834
13,log_loss,random,log2,2,4,0.0,0.864,0.818,0.896,0.855,0.939
13,log_loss,random,log2,2,4,0.001,0.825,0.749,0.915,0.824,0.916
13,log_loss,random,log2,2,4,0.01,0.831,0.798,0.833,0.815,0.868
13,log_loss,random,log2,3,6,0.0,0.86,0.825,0.874,0.849,0.933
13,log_loss,random,log2,3,6,0.001,0.807,0.726,0.914,0.809,0.91
13,log_loss,random,log2,3,6,0.01,0.809,0.761,0.837,0.797,0.865
13,log_loss,random,log2,4,8,0.0,0.86,0.81,0.9,0.852,0.937
13,log_loss,random,log2,4,8,0.001,0.829,0.776,0.87,0.82,0.914
13,log_loss,random,log2,4,8,0.01,0.776,0.683,0.932,0.789,0.885
13,log_loss,random,log2,5,10,0.0,0.86,0.809,0.901,0.852,0.936
13,log_loss,random,log2,5,10,0.001,0.849,0.804,0.876,0.838,0.919
13,log_loss,random,log2,5,10,0.01,0.811,0.759,0.849,0.801,0.886
13,log_loss,random,,1,2,0.0,0.868,0.816,0.911,0.861,0.942
13,log_loss,random,,1,2,0.001,0.859,0.813,0.888,0.849,0.934
13,log_loss,random,,1,2,0.01,0.809,0.726,0.919,0.811,0.898
13,log_loss,random,,2,4,0.0,0.87,0.821,0.907,0.862,0.942
13,log_loss,random,,2,4,0.001,0.849,0.783,0.916,0.844,0.932
13,log_loss,random,,2,4,0.01,0.838,0.789,0.871,0.828,0.9
13,log_loss,random,,3,6,0.0,0.872,0.826,0.906,0.864,0.942
13,log_loss,random,,3,6,0.001,0.85,0.784,0.918,0.845,0.933
13,log_loss,random,,3,6,0.01,0.83,0.806,0.816,0.811,0.895
13,log_loss,random,,4,8,0.0,0.869,0.818,0.908,0.861,0.942
13,log_loss,random,,4,8,0.001,0.849,0.784,0.915,0.844,0.93
13,log_loss,random,,4,8,0.01,0.812,0.734,0.911,0.813,0.894
13,log_loss,random,,5,10,0.0,0.869,0.82,0.909,0.862,0.942
13,log_loss,random,,5,10,0.001,0.851,0.79,0.911,0.846,0.932
13,log_loss,random,,5,10,0.01,0.802,0.711,0.941,0.81,0.899
13,log_loss,random,0.8,1,2,0.0,0.869,0.818,0.908,0.861,0.942
13,log_loss,random,0.8,1,2,0.001,0.85,0.79,0.906,0.844,0.933
13,log_loss,random,0.8,1,2,0.01,0.824,0.802,0.806,0.804,0.897
